sample_class	process_or_mode	campaign	field	blocking_for_physical_weight	required_next_action
background	zzz_zbb	final_background_triboson_zbb_scaleout40k_20260722_v1	external_reference_cross_section	True	attach only after exact process and decay scope matching
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	normalization_denominator	True	recover sumw or uniform-positive-weight proof
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	branching_fraction_convention	True	review decay scope against chosen reference cross section
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	filter_efficiency_or_acceptance	True	derive acceptance if an inclusive external cross section is used
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	external_reference_cross_section	True	attach only after exact process and decay scope matching
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	exact_generator_configuration	True	recover nonstandard generator configuration
signal	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	beam_energy	True	recover explicit nonstandard beam-energy provenance
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	normalization_denominator	True	recover sumw or uniform-positive-weight proof
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	branching_fraction_convention	True	review decay scope against chosen reference cross section
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	filter_efficiency_or_acceptance	True	derive acceptance if an inclusive external cross section is used
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	external_reference_cross_section	True	attach only after exact process and decay scope matching
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	exact_generator_configuration	True	recover nonstandard generator configuration
signal	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	beam_energy	True	recover explicit nonstandard beam-energy provenance
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	normalization_denominator	True	recover sumw or uniform-positive-weight proof
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	branching_fraction_convention	True	review decay scope against chosen reference cross section
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	filter_efficiency_or_acceptance	True	derive acceptance if an inclusive external cross section is used
signal	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	external_reference_cross_section	True	attach only after exact process and decay scope matching
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	normalization_denominator	True	recover sumw or uniform-positive-weight proof
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	branching_fraction_convention	True	review decay scope against chosen reference cross section
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	filter_efficiency_or_acceptance	True	derive acceptance if an inclusive external cross section is used
signal	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	external_reference_cross_section	True	attach only after exact process and decay scope matching
