payload_key	replica	category_id	transferred_rows	payload_archive_size_bytes	payload_archive_sha256	archive_file_set_pass	internal_sha256_pass	provenance_pass
replica_0407__ge4tag	407	ge4tag	30797	4293861	a0227b590fc8c3d52daa835758f3b8b3ab7963c0c11ad25ce8f8c01742010b78	True	True	True
replica_0408__exact3tag	408	exact3tag	108656	14364012	3e08346403a7e73d32af71f8ad360217663a07c32d80d0bc052bfeaf04d5d06b	True	True	True
replica_0408__ge4tag	408	ge4tag	30661	3901334	45adf8f4cd52e3d880788e201e4fec8487f3a1af678eb210c1e293abd68f48a4	True	True	True
replica_0409__exact3tag	409	exact3tag	108705	14577875	dee7a55e5924fcb652822d152d27b761fe1b91db6e795a6629c11e9f8c763f4a	True	True	True
replica_0409__ge4tag	409	ge4tag	30541	4147605	4cc8b3e100981c610a2e2bd9d2a56e476fc1b399d7b1012a831b49bfb85d8900	True	True	True
replica_0410__exact3tag	410	exact3tag	108596	14450388	fc4a048c2b89f547e2a101e8f97230fa8bb603712037f06940834676d77065f1	True	True	True
replica_0410__ge4tag	410	ge4tag	30211	3896315	56bc59ffaabfa2fbcc03ff79d1fec8ceddbf24c9be8315d47ae619b3c7c21beb	True	True	True
replica_0411__exact3tag	411	exact3tag	108695	14640171	98a205b36041c8697e3d0f97e05d30461d3b3e25b933f8eec048077c2ef846d5	True	True	True
replica_0411__ge4tag	411	ge4tag	30868	4099536	35a3ed3ed5902124816f1c7eeb72323fdc34e204e4a24e137e68bf390185d2e6	True	True	True
replica_0412__exact3tag	412	exact3tag	108775	14685920	5e9009a049c4eb12bc64fb9587ff25a34ba7d578cc482e2a082a938ceeb45f16	True	True	True
replica_0412__ge4tag	412	ge4tag	30514	4307354	4ed081b57b274b89a5c06c2e39fe04388c310ab66db9cadb5bfb2711a23ce5d5	True	True	True
replica_0413__exact3tag	413	exact3tag	108502	14175409	2ba764bee305564949bd75ed20e751077832270ff36c8cfd95c7c32448fbb900	True	True	True
replica_0413__ge4tag	413	ge4tag	30516	3922049	02db6cf9320709bb4b6f51c58b681fb2940dd9e3dc16734c0267cfa6c4a187a5	True	True	True
replica_0414__exact3tag	414	exact3tag	108373	14364589	90f05ad393ac6b88028880e7e7b45b194bd8a7bf227d2682c97815dde9536c82	True	True	True
replica_0414__ge4tag	414	ge4tag	30402	3889588	5f3a0e5bcff73ebeadbbb085fff0a1459f0063ccc98ce4d39aead461cab94bf1	True	True	True
replica_0415__exact3tag	415	exact3tag	108545	14379833	8a3ff1e6d1eff67b9d48ae4f448744ff2390008ae37b3eb46e40a3bc12f0f4d8	True	True	True
replica_0415__ge4tag	415	ge4tag	30688	3964342	1a440a525f06f682645e985ea4f47782876c6d46f5c729c6aeb1a3a01bee1810	True	True	True
replica_0416__exact3tag	416	exact3tag	108826	14535949	8f3a34e054ea57799f79a60a29a5602ee8b9fe8b174d31c1113655509a64d0b9	True	True	True
replica_0416__ge4tag	416	ge4tag	30526	4138079	56fad7dcd7078920e39dd26d5de34855f2c775bef6dd9c09f60144ed20ccfaba	True	True	True
replica_0417__exact3tag	417	exact3tag	108682	15276591	8b5ee3847cb1c5acbe119e3f3172a84e79ef1f0849cef909e429858c04a552a8	True	True	True
replica_0417__ge4tag	417	ge4tag	30840	4486921	cb718c09eaceb0617b5af2f9e49436d0aafb80f0feaa130b43e1d52945a06bbd	True	True	True
replica_0418__exact3tag	418	exact3tag	108969	14507845	de351736fffd367b21e5e86fc5d5cc0ff39c7960cf753b7882914753f60ce6a5	True	True	True
replica_0418__ge4tag	418	ge4tag	30675	3913775	f8982bbb8b832547d438a20f168549e09d8e9a84e85746cc7fcddefff6eee139	True	True	True
replica_0419__exact3tag	419	exact3tag	108657	14983321	4b3c1b0dfd486473a949cf1085b55eb0443c5dc08f281d7bd66a947b1fadc58e	True	True	True
replica_0419__ge4tag	419	ge4tag	30772	4273759	9aebc16e9e640760ef611896bcd105ee7bd63f7e3c03f9d4b4f2b840e0bb1a43	True	True	True
replica_0420__exact3tag	420	exact3tag	108047	14029111	44f1e64e29d34c7c874aa35cade624aca283b497d823a7199291307ab591abb0	True	True	True
replica_0420__ge4tag	420	ge4tag	30843	3860502	ea7b497d288d8e6f0a7a39f8b755a24a4eecf82baef2a421be89398ec2da806a	True	True	True
replica_0421__exact3tag	421	exact3tag	108960	14926690	405c91cfa644cc55894783581b285f5007977db89be47ebf977db2daa7ce8a16	True	True	True
replica_0421__ge4tag	421	ge4tag	30551	4184559	72a64435458652183cbc9d6e9f1081adef1511d0e99252b2a685cad3b3928bc5	True	True	True
replica_0422__exact3tag	422	exact3tag	108719	15135474	f27d832bdb8914aa2f9899260b71de6829f925aa7c2a7ff35d94feed422092d3	True	True	True
replica_0422__ge4tag	422	ge4tag	30678	4275019	37b79aea4d1bb4626bb2a99dcc47c3df95aa3ba50096d9d6bc1edb63599f9b51	True	True	True
replica_0423__exact3tag	423	exact3tag	108627	14279492	b2dda5224b36f7b3aafd234e9cc266c452a5de27a638de2f02bf28a56b9a6ce5	True	True	True
replica_0423__ge4tag	423	ge4tag	31016	4077672	25082e8b3b93e06e10688b6f1804d39a562219e49b8a6b6fbf89cfa7a75293fc	True	True	True
replica_0424__exact3tag	424	exact3tag	108897	14818447	cccba8431830c7423dfcde3bcabd345225589775afbcd751503daa9649ae9dd6	True	True	True
replica_0424__ge4tag	424	ge4tag	30975	4201800	de7e8073e44f21c090b065a48a1fdc0f3358a841d6c086b8ad981b66b0a6a72b	True	True	True
replica_0425__exact3tag	425	exact3tag	108827	14396139	a688bc98a5ec3a1ca96396e6e33016cce7c44536ad2b67051eb8920ba73d13eb	True	True	True
replica_0425__ge4tag	425	ge4tag	30885	4001768	5fc2b2eb3f1fe147eda9b34417cea229a6500224e2c32cc311fe33cc45fc393d	True	True	True
replica_0426__exact3tag	426	exact3tag	107734	14796400	e69f5e9690c0586075ced648a9b69f6775a7b8e2e056bcb7f002444a859fe301	True	True	True
replica_0426__ge4tag	426	ge4tag	30612	4307889	8e261250ea0143315b73974af88dc9f777e3b0c9f577573bb0530f7f17b8db29	True	True	True
replica_0427__exact3tag	427	exact3tag	108877	14576054	d0797f30d3d3f22e48723a801a5865195268de162668c4a299e9a0f6c72a0ed6	True	True	True
replica_0427__ge4tag	427	ge4tag	30594	4095124	0017fa54d9a3f6e2d15ed576812e3b946925b83bdf15c009143e44a7aec2aca3	True	True	True
replica_0428__exact3tag	428	exact3tag	108920	14609580	c021dc6f85f7174c14b08f31229bd373b09e20ad354639067e0d594aa558c732	True	True	True
replica_0428__ge4tag	428	ge4tag	30796	4099571	92466d93cd50b500fea422da927105a3f32585bfa433f85760f323333fce5f53	True	True	True
replica_0429__exact3tag	429	exact3tag	108788	14026352	41f4228633bbfcbc306fd70c48b456c78f632fb85091be99db7dc5f42b1f5f33	True	True	True
replica_0429__ge4tag	429	ge4tag	30546	3821018	e4dedf52935875b25a77d6634f3f53f3a43d4a3bc769fee3c28bc5b4943f67a8	True	True	True
replica_0430__exact3tag	430	exact3tag	108555	14449282	593fe326f2fdf77f2f8e1c8f5698dfab04e83dd1ba002a3abe40301dfce64aa1	True	True	True
replica_0430__ge4tag	430	ge4tag	30746	4104753	cfe8505215a29ae12bd40993bde16a09bff40f594d7d7ce2a7c030399f30d31b	True	True	True
replica_0431__exact3tag	431	exact3tag	108693	14470519	64f1b8feaacc6fdb789897575800268b4f90d70d221dcf1c1d4a49304c6018bf	True	True	True
replica_0431__ge4tag	431	ge4tag	30893	4161209	a3cedc0b2014582a50ef6bbc13971af61e744110eeb5b6c83cb1a31550526468	True	True	True
replica_0432__exact3tag	432	exact3tag	109758	14240160	4ed2e1125f917f700a86d6cd7f3f9e60a3718ebc00f1fc1485b933d64e05a004	True	True	True
replica_0432__ge4tag	432	ge4tag	30834	3847986	ea517392b876c78cfe192242944594b148608869d13ac69c91b04d29a81f6ab2	True	True	True
replica_0433__exact3tag	433	exact3tag	108730	14240047	01555974b2a2778fc592f7e3332353e2fc918a64ac80ff2da38fdd0596f1ddfa	True	True	True
replica_0433__ge4tag	433	ge4tag	30601	3856965	cfa1ce406f27ca96f6713ed27de097135310cd6b719541e1a107dffec159711e	True	True	True
replica_0434__exact3tag	434	exact3tag	108701	14426001	ae6d686f75f11c012df187164cc5e4f4d16b6419ece1d94014b7dbcdf45e9f2a	True	True	True
replica_0434__ge4tag	434	ge4tag	30726	4147703	b21bb6d4e09e7a19e02bab021e4a7121c75234edb38b3358061d5562862043b4	True	True	True
replica_0435__exact3tag	435	exact3tag	108720	14450623	d9881c5fd58cb2ef9753d9448b26248aa58b00e146d43c64a0495673d1b77596	True	True	True
replica_0435__ge4tag	435	ge4tag	30554	4019137	03927b722204f01a6835543781b5ecc2ddf2d1908029e02e5915329ece26b2c8	True	True	True
replica_0436__exact3tag	436	exact3tag	109159	15365848	7139a42abaa434defa3e1553124360267e1771c85d06b45bc83b039ef8eb863f	True	True	True
replica_0436__ge4tag	436	ge4tag	31059	4441924	6d465816ef3f7ef785e28756b2ce547f8bd04a9bfb036e193bbd3bffe7652e27	True	True	True
replica_0437__exact3tag	437	exact3tag	108485	13803938	f7d6f1fc8f34e881361ec3dc85070a4e165da968785da52b8d92d3e39282d1f7	True	True	True
replica_0437__ge4tag	437	ge4tag	30992	3902472	b2929bd116a44d9bbb083354637d8eb2ed165fa0b4efcb6181b58ca24a0306ba	True	True	True
replica_0438__exact3tag	438	exact3tag	108649	14413398	a55902d6e11c9577aeb0ab8d01ba5c66c47a0c47b35beab2001ea0b1e23b4c05	True	True	True
replica_0438__ge4tag	438	ge4tag	30644	3955891	7cdcd6c8410460695745e920136e45eb08df47ab2a27c8b447af7054b1b47fc8	True	True	True
replica_0439__exact3tag	439	exact3tag	108826	14783378	5d70fee53dd78eb931c7b8a31f0118b803f80f18c7bcee16bbece4213dbc6760	True	True	True
replica_0439__ge4tag	439	ge4tag	30507	3996490	a1796122fcc4b84ae3b29804d03cab80e47cd7865e123ab46a9525e02329394c	True	True	True
replica_0440__exact3tag	440	exact3tag	108617	13832573	6c07590df54d2e341307f1c29b72ef2e0d03e148dcc993df988421baac4d8aae	True	True	True
replica_0440__ge4tag	440	ge4tag	30805	3856357	64712342d99455235282eed818ca7120cf2d296f2c34bdb4c40c9dd270af797a	True	True	True
replica_0441__exact3tag	441	exact3tag	108729	14953691	190011b76532b8fbd5c2d6a690bb0d2ef0dbafd8e15efd26d9891e877cf5583b	True	True	True
replica_0441__ge4tag	441	ge4tag	30962	4175089	b3536c980ceeabf8f19cc2bd2397f62ed612ddce7cd0210586de7cba47129581	True	True	True
replica_0442__exact3tag	442	exact3tag	108323	14635508	79f4d1bdaf9a6d8e63cc62f92f8e39b5d53fee647a680dcdc91249c9397ca6a7	True	True	True
replica_0442__ge4tag	442	ge4tag	30645	4112869	6b72d7f6f0d3d745d2c0e2091ef9f4f349b6972058e1a7ef769d65ddcda147f3	True	True	True
replica_0443__exact3tag	443	exact3tag	108452	15226030	d8ec25d7f98dae948c70878d35071cbe30ca30dab159385b41d3f59b2d1b0bf9	True	True	True
replica_0443__ge4tag	443	ge4tag	30917	4241007	474b93ba2bd3899f1fd3f31ad13df48fa9b6ea563bf3ebde96b5484521404d63	True	True	True
replica_0444__exact3tag	444	exact3tag	108599	15060011	7f75c658531a86b8a309b2e81b7b9fd8cd91f6ebda302e5cde3307e1a2f240ba	True	True	True
replica_0444__ge4tag	444	ge4tag	30754	4220846	163ba748156f108e20340a5080a03c73870194a9b278ae8f32f64ce852c768f0	True	True	True
replica_0445__exact3tag	445	exact3tag	109178	14541583	bd81c117485a3768c5ec4351d886339fee9bd1a28251cd5b5f5b3a6c7ae4c507	True	True	True
replica_0445__ge4tag	445	ge4tag	30550	4148064	e844156837e2b0b12103e42e153e9cff373c23736147f9964fe463dab7e315f1	True	True	True
replica_0446__exact3tag	446	exact3tag	108456	14847860	ef4dcc610e9ccf71384a74549f2212e403571d55ad2de6387b09441f9af6ed35	True	True	True
replica_0446__ge4tag	446	ge4tag	30623	4315449	1e059ff17575de82f7a2513c380136432f03c09053783a10fa175b6967f7649c	True	True	True
replica_0447__exact3tag	447	exact3tag	108662	14893867	b89d32d4c3bef15b460d0a72cf61c2a487d33a5ee10549622eca00eeebafbef6	True	True	True
replica_0447__ge4tag	447	ge4tag	30887	4215216	f961848e75dad0157162c372ec18da85a7607df49d63d48f0dcc000213ae8fb5	True	True	True
replica_0448__exact3tag	448	exact3tag	108667	14755694	cc28f60e54fb077d46eb16bddc7c0be302584364731f6904adfdf5ba6b7e837e	True	True	True
replica_0448__ge4tag	448	ge4tag	30687	4185131	ade2651e24a094fa3b2e813ce8890f3b0dee287f51cd3974f23621e7c88bab19	True	True	True
replica_0449__exact3tag	449	exact3tag	108113	14458686	dd9a08551726ed036af44cec806e7de7f16cff54da45879cd39e148e77d2b80d	True	True	True
replica_0449__ge4tag	449	ge4tag	30768	4122022	33bb539566fb87023cbba1ce69799150e72f83b0dccc19105e6ec973f11dca4f	True	True	True
replica_0450__exact3tag	450	exact3tag	108961	14278043	fe59edc44edd8b25478ab3465882650f157d1eb59da0d9124abfc81b5b9c3ffb	True	True	True
replica_0450__ge4tag	450	ge4tag	30898	3794828	516af5cb46f57b14a3a219061370817613abb61ac9cee6e4ce95be07e2688eb5	True	True	True
replica_0451__exact3tag	451	exact3tag	108253	14002429	89ffdec7114bedd70a0ef993c5c463e256b0f98c7439409f29581a387c2081b3	True	True	True
replica_0451__ge4tag	451	ge4tag	30747	3804761	96530838551e6c5599983cf0fe2a6bbf8a0b8023adf5d8cdcecfd9b86f9bbf3c	True	True	True
replica_0452__exact3tag	452	exact3tag	108950	15046266	8576c40080b8513944bb28151e0be0242f56b2caf05a866358653b97a4f142b9	True	True	True
replica_0452__ge4tag	452	ge4tag	30833	4245851	ab3818f065f640acab8c446ad1d80a498bcfc4a256db3f7d7047401943e6ba5f	True	True	True
replica_0453__exact3tag	453	exact3tag	108446	14265259	dfd26290bb54a7e00e3186de70f5c740c994ec60636af4e1d11c952293630811	True	True	True
replica_0453__ge4tag	453	ge4tag	30529	3818831	6396fd41b4692cf197ebb7e2017c8fd438ff2f0d755824b14da911b3573daca4	True	True	True
replica_0454__exact3tag	454	exact3tag	108571	14324946	997be6a115cbf5e45b88a8143784649ef25f09062286a3d6d0f62b804a10a810	True	True	True
replica_0454__ge4tag	454	ge4tag	30912	4003805	d4659fd1a4716e0cf9eebc8ea68c8eb50cac0ee59c3497415bf7d37b22f01246	True	True	True
replica_0455__exact3tag	455	exact3tag	108123	14570086	654888630f2109a90655d37b02c8cbf610d198f1409add2a3b1e36740bea7667	True	True	True
replica_0455__ge4tag	455	ge4tag	30794	4206526	b95cef0892e0b03e5e1060af66ea74c1726e8727f6afd2a90d3fa2814018c2f3	True	True	True
replica_0456__exact3tag	456	exact3tag	108340	14964207	207ed2a709a1f8768a004a489de8ddf6c20520cc620df41a9bff20e7e3c3b0cb	True	True	True
replica_0456__ge4tag	456	ge4tag	30733	4192358	b0534b097f957fe52a66f8deef74881ab161d4e56e6402259e06450c61aac4bb	True	True	True
replica_0457__exact3tag	457	exact3tag	107752	14137090	c06574bd2c06012353b3ef9a1b3c5adaf82c9144178c25a3dd98f69dbd7b15ae	True	True	True
replica_0457__ge4tag	457	ge4tag	30875	4036262	0367fa0be337588056bef91324f3a61d0e44e5e8df0311b8f77d16a4148055c3	True	True	True
replica_0458__exact3tag	458	exact3tag	108515	14658107	5924b57040560b6d1e00981fee3c5fec440a5bfa4595d3b5f656f6fbe20b20af	True	True	True
replica_0458__ge4tag	458	ge4tag	30799	4187803	db478521e7e84ed4037834ddd6dd38374f771ff50aec5c16cdff1540f5599d59	True	True	True
replica_0459__exact3tag	459	exact3tag	108244	13928230	d7403528c301d74c9aa27da044b364c2b0874113cf6940e6c24ee82149a40e26	True	True	True
replica_0459__ge4tag	459	ge4tag	30798	3856013	50a6cf6458f15ab2acb6b81a6754938de58143ee0bef5e7a6b4942a29e5adf22	True	True	True
replica_0460__exact3tag	460	exact3tag	108742	15115826	0432c3806dc688891c61b2a52ee07a073f520782e40b98b9513d96aefd7c2462	True	True	True
replica_0460__ge4tag	460	ge4tag	30640	4304831	adc7a2568cb19100561b0a6d91a41a6030576ce828a3153791411341cd0087b1	True	True	True
replica_0461__exact3tag	461	exact3tag	108901	14222152	dbb0ae69bf9e4e99fd66a001988bbd0998e6f8bea5fbcfdc6176c0901ad330e1	True	True	True
replica_0461__ge4tag	461	ge4tag	30853	3858334	d982a823104d201eccd34b37a481e896eb6c1c2f2b5bd768d096b4b3c8df16cd	True	True	True
replica_0462__exact3tag	462	exact3tag	108458	14994715	4683508792364607314e52e4281bd45f7766d97d435ec3ee27f2dde02d7515a8	True	True	True
replica_0462__ge4tag	462	ge4tag	30663	4306389	ecff92789c5f1579b6642fae1b766ea4abc00e470d55fe1b46a111178031b119	True	True	True
replica_0463__exact3tag	463	exact3tag	108522	14493361	34b01a8fb01144a56a8d7d1e12a092bef0f6317930951ca65197c5ab8a6cbbb7	True	True	True
replica_0463__ge4tag	463	ge4tag	30713	4029229	688e39513d92d4695e0632872a60ff9d2382a9af31cf7555a09a80dd0d9bd3fb	True	True	True
replica_0464__exact3tag	464	exact3tag	108294	14677100	91ac01107c2db59ccefa93e365d05497b927a1d4aa07bf732d5dfd36ec96ec12	True	True	True
replica_0464__ge4tag	464	ge4tag	30844	4246766	86be9ff84acd075d7016caef00ac416184fd5ac6b8da088099b766cc4bc7b439	True	True	True
replica_0465__exact3tag	465	exact3tag	108933	14020550	f181e191c6dc3c6a98ab4b159cc7f9bc752f6cba464f027723857efc92c2c7e8	True	True	True
replica_0465__ge4tag	465	ge4tag	30393	3913037	f43a04c3a0eb49aa4ffd3d53fb4156df6b02dfeed8d4239be1fa195e8a21946e	True	True	True
replica_0466__exact3tag	466	exact3tag	108629	15049441	d054384133fd20dcf8aa0db27f717960d1dd11121073bd407d11df2ff426d008	True	True	True
replica_0466__ge4tag	466	ge4tag	30461	4169400	446f7c85d92d8e3684ade1dcf230be4d4c7d167c8812d8f16b2e042986a55a06	True	True	True
replica_0467__exact3tag	467	exact3tag	108400	14855366	fe6a81d1379e4819035bd874975f648078c4533fad0a08f00ef92203b736542e	True	True	True
replica_0467__ge4tag	467	ge4tag	30648	4155246	b976d766fe2c7baee769c35dd95c867bb62843810181432e101ddca3a9ddbe75	True	True	True
replica_0468__exact3tag	468	exact3tag	108660	14291849	11ef8627aae6fdcd1c76876503dafc384231501ac32977359df8301dd1466e23	True	True	True
replica_0468__ge4tag	468	ge4tag	30755	3908372	42b7bca53b43a2e0c673430e7a43db92eaf2b29a10608b1c8529d4874eaadb3b	True	True	True
replica_0469__exact3tag	469	exact3tag	108782	14551675	2c8267891bace5d306c9cbfaea0519e111d03ff72e24a795e52a3dcb6cafddf9	True	True	True
replica_0469__ge4tag	469	ge4tag	30425	4084786	645ed07ef4eee38f476ffce02233d200d45155836b2edef04b328e128af1a786	True	True	True
replica_0470__exact3tag	470	exact3tag	109313	14873458	f6298c6167f05f8c0110d4ea2e1829580370fc04a6b9dc354e10b3cc3f784c29	True	True	True
replica_0470__ge4tag	470	ge4tag	30628	4216329	c7bf682cf34daf467fee1c80e193f5fdf02a8ea6b26c74f49448c689b723403c	True	True	True
replica_0471__exact3tag	471	exact3tag	108935	14653792	07ef860a0b155612e09d72e9103305cfb04ab571e29b81e710e72117707beace	True	True	True
replica_0471__ge4tag	471	ge4tag	31073	4271856	8f5ab7c1394524d5e78c2cde554f403a4a7052e6dfc500c70452d3810b9726e6	True	True	True
replica_0472__exact3tag	472	exact3tag	108528	14462899	d9f680d75df8d395c0cd3606f20ccb81d8680a867443534dd58576e18aac7943	True	True	True
replica_0472__ge4tag	472	ge4tag	30664	3976918	310ab83636475a41c4286a466507a5900b72bbd5259ccb93e063807e6a3243f6	True	True	True
replica_0473__exact3tag	473	exact3tag	108621	14644500	6fff71d0f452894dd01ad6b35634d5cb9c24bfaaf7d7d1223497d1e665a53508	True	True	True
replica_0473__ge4tag	473	ge4tag	30959	4127736	27e7dd63a2c8451d5de6636d4eb745bbcaac6560ecda6e3818a60c544d00fc05	True	True	True
replica_0474__exact3tag	474	exact3tag	108423	14285315	02246d29ea515e10462cc0b7925c5566969c44b76ac5afe98f980c2fff5bf468	True	True	True
replica_0474__ge4tag	474	ge4tag	30750	4038174	8d38b86969d9a0c17a989d7992024fa4dc0da7ffe26218d13563eb9bb74d68e2	True	True	True
replica_0475__exact3tag	475	exact3tag	108696	14115726	2a261e940fd043fcf31232b822c57d5ce31c1c552f565b66a3ea2f8520f5678c	True	True	True
replica_0475__ge4tag	475	ge4tag	30494	3846410	ce25cd3d0abfd5ae7d8434d1f0389ada3ff9cf7267eb0ecb0f225995514f09a2	True	True	True
replica_0476__exact3tag	476	exact3tag	108807	14490096	a51753a39420de13eb8e74163d463ac745cc52be3946135141dd5067322f7940	True	True	True
replica_0476__ge4tag	476	ge4tag	30360	3999573	b98e3d1697dd621c720459e86d9898e105be3182f758aa6cac3ca5bd344a68b2	True	True	True
replica_0477__exact3tag	477	exact3tag	109088	14222353	959cb119b8e753f4a866da803d987590c8a843a5ace4c5d0e58230623f0cf5e2	True	True	True
replica_0477__ge4tag	477	ge4tag	30509	3803310	320a8b9d4120a46c7d2b8f78d3e862a8eee316b321ff14abfdb4d2cdcd3dd5e3	True	True	True
replica_0478__exact3tag	478	exact3tag	109334	14967985	3f6f74321ff2b197f70c32d9dd1a785d986916ee191243741569a64df18a948c	True	True	True
replica_0478__ge4tag	478	ge4tag	30716	4225085	8a38f14d6173eb3a30025d63a6ca967b257cf0187c1aef051220d94ea1b4b3fd	True	True	True
replica_0479__exact3tag	479	exact3tag	108912	13923725	e0832f84945d08ba445d754f69ec7b974f4579f8737a1b492ebacc922995cc88	True	True	True
replica_0479__ge4tag	479	ge4tag	30449	3786878	123940776aea1e58f2a85b550ce6e2f194d24ff624379ac5bf4e56c5bdb0144e	True	True	True
replica_0480__exact3tag	480	exact3tag	108752	14569558	d2edd5d8477f9f4ddbb67a33b3b7ffa29cbfa6d1062e7ddd9b36e5d3b21f2804	True	True	True
replica_0480__ge4tag	480	ge4tag	30667	4275100	03f7583aa56fb69d97ab9508e25d916551e8dbced97d415bc1133f518f001aff	True	True	True
replica_0481__exact3tag	481	exact3tag	108445	14931615	525ba87711436d466898fb0cb899b2b26ab20a128c8619046ac18d2b39199aa5	True	True	True
replica_0481__ge4tag	481	ge4tag	30577	4285444	b58301bcc77dd2661d13169bf7ec227bc4150f41c4b9030430207183b4c5b227	True	True	True
replica_0482__exact3tag	482	exact3tag	109077	13897778	f536fd31daea7c4eff4b1710bfc679270c71bc34eef0c03324b4db2986befdc4	True	True	True
replica_0482__ge4tag	482	ge4tag	30664	3746327	ab9209348a3cca4bef1c928c7397313de0286e0d7e686065dd3053778a2b27b8	True	True	True
replica_0483__exact3tag	483	exact3tag	108711	14788326	02aee22369f9ea5b876e681b80c4972886518a2fed418e71bd2e3a8701553231	True	True	True
replica_0483__ge4tag	483	ge4tag	30904	4408812	d19a94c935372763cacfc1ec47cc8bfde3f1f2e1547692b6e595492a4ea857a4	True	True	True
replica_0484__exact3tag	484	exact3tag	108791	14011668	0a19c386a8aae00ad180fcf99df9e0ede477b1c2dbf4c9a65fc36984649cd3ed	True	True	True
replica_0484__ge4tag	484	ge4tag	30919	4005836	3d4182328b72abb842ecd41b1d86c6dadf0f70671e27221041cb545043dcf0ba	True	True	True
replica_0485__exact3tag	485	exact3tag	108848	14952249	511c58625c3a0b5d1dc082576bb3653fa2fdd89d063a59e4ca69cd8717ff1cba	True	True	True
replica_0485__ge4tag	485	ge4tag	30674	4273811	aa49bab855cbf1fb3a9362beb92a4b637f3cb39ab3092aaf94746d38410d303a	True	True	True
replica_0486__exact3tag	486	exact3tag	109228	14667154	d683e8ede8511c883153f5fd6213b1f12904a1aba087b3bd6bba5e836b7fa0fa	True	True	True
replica_0486__ge4tag	486	ge4tag	30734	4123667	377e2b629fb30049c99f38b4a0b34f052106f0e1ff43b61144d73118b9fa1667	True	True	True
replica_0487__exact3tag	487	exact3tag	108560	15346826	eeeb2318c02b39325c42895ab71d0021265ef69b124b4d6e522ead38e4adce89	True	True	True
replica_0487__ge4tag	487	ge4tag	30668	4530561	3a10f74302de6189ecb767837cf6511ee28bb7f55807c41ddff4a99324422969	True	True	True
replica_0488__exact3tag	488	exact3tag	108821	14938954	9ce386bb3a55b4156c262637403111660722b3fd8e93a553b9265d29949fe5c2	True	True	True
replica_0488__ge4tag	488	ge4tag	30610	4302303	63bf78f43d3047d8199b7c57696fccb3a1d08abb73f880519b52453ad506db0e	True	True	True
replica_0489__exact3tag	489	exact3tag	108836	14868669	9eacc61fd24c0efd76bf3cc963ec22d274c7e0e2f3f30476a8dbecaeddbbb5c9	True	True	True
replica_0489__ge4tag	489	ge4tag	30798	4151246	202630d4baecf6fa0f9c5a6002bf9898a716a0a211effd2ac878615ca150071f	True	True	True
replica_0490__exact3tag	490	exact3tag	107976	13450946	52dccddaab9bdc01546c6db8732645b4d510b1e2727e91cb38d1429e796087ad	True	True	True
replica_0490__ge4tag	490	ge4tag	30110	3524529	94aaa7cfdd86c3becd0d07e21828572af2ba31274c2e786a4f627f91cdfe65cd	True	True	True
replica_0491__exact3tag	491	exact3tag	108217	14381117	2171ab626247d84bd3ccc7080c086164d69b2ce726f3b7e6ce9fbbda355857c7	True	True	True
replica_0491__ge4tag	491	ge4tag	30636	4181657	c88e47185fd187a4b793477988759ef23dfd7753352b272d0b147facac44bfd7	True	True	True
replica_0492__exact3tag	492	exact3tag	109394	14053852	6f014d1b9165a1d3958eec6241e8b6e7bb1f0225c7a8dd68edfdb0b4aa07595c	True	True	True
replica_0492__ge4tag	492	ge4tag	30933	3819285	adff99ee7dd3d655a43b4fd665038af9e75ad01ebe247aaf86096e9cadb7ed64	True	True	True
replica_0493__exact3tag	493	exact3tag	108878	14664466	9653f608a417eb5ad59b82c9bcb2853c0c3ec9a4bfc1db414bf82510033127a2	True	True	True
replica_0493__ge4tag	493	ge4tag	30881	4020251	f17740d2e788d9db035fdd3b26e48f119f441cf3468a038912cd295d796282e7	True	True	True
replica_0494__exact3tag	494	exact3tag	109095	14063564	b8f788f28cb31a9b3d796c0b66fb334d25ae162f55b05831e9c4c803a2cbf6d1	True	True	True
replica_0494__ge4tag	494	ge4tag	30769	3667299	361908bddba596788bfc63572f709da8091c52f6ae96917dcd3aaf9051eaceb8	True	True	True
replica_0495__exact3tag	495	exact3tag	108876	14437560	2a4101b1de93d6ced883791893af11e4bf51f8fe478e67392f891aee7b4d449d	True	True	True
replica_0495__ge4tag	495	ge4tag	30423	4001881	26e75f40bafde2d94bd0df7a699b87e6f480a3bb77777677d4748e833cf7cff6	True	True	True
replica_0496__exact3tag	496	exact3tag	107790	13994233	b15090be9c083fdb9e255c44133a76ee7d511a97faae610341b533dbc6443278	True	True	True
replica_0496__ge4tag	496	ge4tag	30566	3785340	6f4cccbd4e44bcc37ef357de468521e6a9f6024a234b5bd1193769b1dc690d45	True	True	True
replica_0497__exact3tag	497	exact3tag	108517	14957359	ebe0e585d7674808cdaf0101896eb2103ee80de0b56732e424a168009a05edcc	True	True	True
replica_0497__ge4tag	497	ge4tag	30624	4379769	4305218917882dbcd7223364ff1528ffeac07bffb9f3ea7b8a877ef3406e4181	True	True	True
replica_0498__exact3tag	498	exact3tag	108661	14603739	8850be3f1ef1bf1ef686727ae794674300a65b52083fc6f651a0321abc6ff56f	True	True	True
replica_0498__ge4tag	498	ge4tag	30616	4146867	62d32e500fdcf4505c93ecdf97c5287209b74f39346c5d972c5bc5cb7f159fd4	True	True	True
