payload_key	replica	category_id	transferred_rows	payload_archive	payload_archive_name	payload_archive_size_bytes	payload_archive_sha256	execution_provenance_sha256
replica_0030__ge4tag	30	ge4tag	30808	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0030__ge4tag.tar.gz	initial200_payload_replica_0030__ge4tag.tar.gz	4289169	ad8deb8d3187d4c168ab437bc6038480aade923270d9f4f7786cb9e95c5ec9eb	97bcaa7da551d0c835d2955d7c333f54130e31d4dd96c322c98c2e26d6defefe
replica_0031__exact3tag	31	exact3tag	108257	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0031__exact3tag.tar.gz	initial200_payload_replica_0031__exact3tag.tar.gz	14861523	55aaaae60027a614459b45ce715111e57e789bd57ce961669b732e4d451947c1	f9673d5cc0ab28d4d09ff619c86b691f7f96371d8355ded296e81e69418ea342
replica_0031__ge4tag	31	ge4tag	30688	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0031__ge4tag.tar.gz	initial200_payload_replica_0031__ge4tag.tar.gz	4165473	72377c1b918b173aebf2f1dda629b681f1c2264300e9d0377c604d409f064df8	632dea0e4d1336fa3fa952760b666fba84f29c58f09770fd882c9ea4145ea7e3
replica_0032__exact3tag	32	exact3tag	108491	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0032__exact3tag.tar.gz	initial200_payload_replica_0032__exact3tag.tar.gz	14007417	c13943526e21d98a7ae37a6b54e80b19054420c798795ef2ab4f58f053353284	de5febfb050f5f893c055062523273f991d2b4be495df2020c746c3a7d74cc0c
replica_0032__ge4tag	32	ge4tag	31076	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0032__ge4tag.tar.gz	initial200_payload_replica_0032__ge4tag.tar.gz	3783467	123f04034c2021cd6e2916a14f390fd9b89e9efa39d34b751e5b5a097bde74d4	8c11de858eb480bf5921bd62ce46ec2b201817d799f6b0bb9ad3d4a31e74edd8
replica_0033__exact3tag	33	exact3tag	107974	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0033__exact3tag.tar.gz	initial200_payload_replica_0033__exact3tag.tar.gz	14544642	4538855e928d1850bc5ab55f4f1bc82c58c80389b73fd922aba743f3543878db	0cc14b0a00e82e12bdbce5767b5ed0b4035284203c8bc56bbb1680b03a2886e9
replica_0033__ge4tag	33	ge4tag	30560	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0033__ge4tag.tar.gz	initial200_payload_replica_0033__ge4tag.tar.gz	4009223	a02f09044b49be543d388e327ab3efe77b78f44fc711cf25fc6a12e673dde31f	0dedb5e6d08b39e87b76af669f559b3656243c0786b369e3362abeeaade23900
replica_0034__exact3tag	34	exact3tag	108590	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0034__exact3tag.tar.gz	initial200_payload_replica_0034__exact3tag.tar.gz	14309495	5571cde88bd4d92638df4a9c2355549a7b1aa3d5dac35bf81a85ac3b7a1e8771	9c2bceb01bf3c89c3b36fc81c711909d5cf8573d3a6cd8be97b8c79fab2212df
replica_0034__ge4tag	34	ge4tag	30908	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0034__ge4tag.tar.gz	initial200_payload_replica_0034__ge4tag.tar.gz	4114700	50b23988328c59643f2dbf1d5d1802000bb31bc16475c0062974413cf6658e9c	ddb7fd435853c2d38a65f54592ba36904aad7902aa5b3608b27989f6798f2996
replica_0035__exact3tag	35	exact3tag	108018	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0035__exact3tag.tar.gz	initial200_payload_replica_0035__exact3tag.tar.gz	15217006	cfa524dba5848c9c541474ba086b5d6eb0304802d6aa3495186ff13dad78cf23	ec9c09c32c51469a6608923aa555a948de16f9b3fee139db03ccef7363dbefde
replica_0035__ge4tag	35	ge4tag	30630	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0035__ge4tag.tar.gz	initial200_payload_replica_0035__ge4tag.tar.gz	4385024	2f25b7fc8d3a81b141cab3b5add598fec847942f33e7a082c6239baa72869262	cacf8642457539ec2fa3eb666a316ec80c433753fbc9b06b57f31068f558e0d0
replica_0036__exact3tag	36	exact3tag	108617	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0036__exact3tag.tar.gz	initial200_payload_replica_0036__exact3tag.tar.gz	15109153	a3dd476bce5fd2c47519fd0edb1ed5637e5bc480f29aec717b8c6d810182d58e	a7279fbe92c2ed1681d90d4c48f1a4e21b1ee6c1cadb84253c387d4e709e6fff
replica_0036__ge4tag	36	ge4tag	30959	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0036__ge4tag.tar.gz	initial200_payload_replica_0036__ge4tag.tar.gz	4403235	89bba4ace216f8471b512817ff31db3420d2a6800d162db27a78fe8359010092	c4b2cbecf2425e4026234ae205d1e9852ac5770aa56327096f270cd781eacebe
replica_0037__exact3tag	37	exact3tag	108371	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0037__exact3tag.tar.gz	initial200_payload_replica_0037__exact3tag.tar.gz	14848642	6fe916624b9b3cda4f61221097b83ec1ba20202258f65c3be070f7e7a832308b	c463b97fc9e825d882524c5b6ff7de8a18c5c5aec34b29e70a7eb05c60c0ba0d
replica_0037__ge4tag	37	ge4tag	30605	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0037__ge4tag.tar.gz	initial200_payload_replica_0037__ge4tag.tar.gz	4047022	1113ff336861189f1bc43ad538e5b0e4f0739addf2a1465006ac3eb446433343	b49b60eb67f3d103daf993eb3d5bf59f5d120e0abef0244cf3b2de7ae6680855
replica_0038__exact3tag	38	exact3tag	109152	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0038__exact3tag.tar.gz	initial200_payload_replica_0038__exact3tag.tar.gz	14366070	9815f0142818b97d5754ad7602d602a3c1f6efcbd06408ea28ca693e2cf440f4	715fff9d8a7f582e1b3e1015025798a6df164f0946931a2e77618c28c5c954a8
replica_0038__ge4tag	38	ge4tag	30666	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0038__ge4tag.tar.gz	initial200_payload_replica_0038__ge4tag.tar.gz	3778222	02f7ed7096bb40d3af02658bc6d13081581bb7cbf6aacfc755c04f0c7713832e	721be1af9ff140c404d75ab7b10b5a6c38c3f7501c6df1a5e05f244e90fd4fe3
replica_0039__exact3tag	39	exact3tag	108152	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0039__exact3tag.tar.gz	initial200_payload_replica_0039__exact3tag.tar.gz	13933318	da1efc668afd10c93e45f808228ad4de6c80258649154aff39b133522399b0f7	7d987399c9e0f3b7c4df8e22d8cb47418df55899eb87ad2f69a027aa6bc314e0
replica_0039__ge4tag	39	ge4tag	30628	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0039__ge4tag.tar.gz	initial200_payload_replica_0039__ge4tag.tar.gz	3841260	05c3a6429a7693ae127e3196e70306d7b723b3515bc58b4e5cf87755d62dd264	bf1d7830b5937b526bf47f074c1f3dda65bb12449a95172af250c8337bbc09ee
replica_0040__exact3tag	40	exact3tag	108288	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0040__exact3tag.tar.gz	initial200_payload_replica_0040__exact3tag.tar.gz	14056504	1b773abec7edb3577ed520e5dbaf13cdbeefdf0ddec6dcbddaee2e2055bfeb16	ea304d5cd0dc24efcc92011125c5537d01e68621752888fd33e9807b6e06e880
replica_0040__ge4tag	40	ge4tag	30748	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0040__ge4tag.tar.gz	initial200_payload_replica_0040__ge4tag.tar.gz	3647006	846ef728da048ed3ab1013c6c7cd324fd8bb5bcc0d47850041272b74bb531943	df8c7fd1cd3d2cc6f452473bf0321632a640a40bcb9e3ff3f17f835f04c405ba
replica_0041__exact3tag	41	exact3tag	108933	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0041__exact3tag.tar.gz	initial200_payload_replica_0041__exact3tag.tar.gz	13314006	5cc573ab681811650e4dfbca02bdd9fa2373fb7eb0b877b15096ee5457cea1ea	9ab1e48d15f1326587a22f8ebedf59404754258cec379c15cae336ecbf3c6c01
replica_0041__ge4tag	41	ge4tag	30759	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0041__ge4tag.tar.gz	initial200_payload_replica_0041__ge4tag.tar.gz	3468193	1f0d68e5aae2f5a73466b85b5b2d5384db8f97d0b87963f70ef945e7ea5e369b	2e3e2e553d76b74c183e11a054bc9b66dffffa2cda9e5f5bcdf2aa7de60405e7
replica_0042__exact3tag	42	exact3tag	109242	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0042__exact3tag.tar.gz	initial200_payload_replica_0042__exact3tag.tar.gz	13962801	42738e275e9895305f3b9d54d21f921dc3e411d78a5201a3e7815f4ef3d00094	2c6a8eb9052e02b1d33e5e4d58c200aecebcb96b388a44b338293e1e3f051cbd
replica_0042__ge4tag	42	ge4tag	30850	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0042__ge4tag.tar.gz	initial200_payload_replica_0042__ge4tag.tar.gz	3633995	b8aae23f14a15604cfd6829d830660403fe029d86cc9e414d5ee498636b92afc	50bb760ec540732a1121c7e99ca45a2eb0ad93c743ba9b4ac000d7e64cec6730
replica_0043__exact3tag	43	exact3tag	108877	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0043__exact3tag.tar.gz	initial200_payload_replica_0043__exact3tag.tar.gz	14264576	b126f12f5087c16fdd7dc61a53aa53924f9e13db898b3c528233b74b1e362a5a	5e6ef62894a0fac7fda8c2b952c0b732fe2c1e21de9c486fd4e3ddde73db0f3c
replica_0043__ge4tag	43	ge4tag	30590	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0043__ge4tag.tar.gz	initial200_payload_replica_0043__ge4tag.tar.gz	3826074	ae43ce46881685e542e8063dcd2bea08c54edf6c17994dbfca89389018c9355f	40170099e6f311c988384af59cfb1fdafbc8c043ef3533b4be23194ab6cdf5e4
replica_0044__exact3tag	44	exact3tag	108844	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0044__exact3tag.tar.gz	initial200_payload_replica_0044__exact3tag.tar.gz	14801980	384a0e356fc786fcf93dfebcc092f0e8221d0e8188f74b205c2914272810e778	15a11c2944bdd24227184f57c2f9560b484b155aaf098e4831f9f1d4fd3c6ce3
replica_0044__ge4tag	44	ge4tag	30541	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0044__ge4tag.tar.gz	initial200_payload_replica_0044__ge4tag.tar.gz	4201573	a651c934e0e2dbb03189530da03b13c676cd0caeff06629772fb67e844f7082b	f047a230eed863ff08aefa30a3cd73e76d4ed6b758b3a8f3a38e9b2350ae623c
replica_0045__exact3tag	45	exact3tag	108470	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0045__exact3tag.tar.gz	initial200_payload_replica_0045__exact3tag.tar.gz	14821411	3c424889fe57c5b4262c89543f6b496578c52ef77152ec9fb35d66eab89f69ca	ed1b8edbeddaaade943b9b3ad9e6242c40243b66c1b495b6f87a806a56543dbf
replica_0045__ge4tag	45	ge4tag	30813	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0045__ge4tag.tar.gz	initial200_payload_replica_0045__ge4tag.tar.gz	4225629	97e38a2fb8051140b79f4105e0ce49b0854523cc5e5139a816615f9920934ebc	d214c14b6f4ae33a14620098b6f584b5d931176a438e6bf5f8c173a2a53fd253
replica_0046__exact3tag	46	exact3tag	108556	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0046__exact3tag.tar.gz	initial200_payload_replica_0046__exact3tag.tar.gz	14775418	d5971a91fa01fc3caef47ce7981efd689425215afcab77b50a7e7dc7acfda0e8	691c0fbecedaeb6540bf5e600bb9042f5863565991b5de740f11816928f4b090
replica_0046__ge4tag	46	ge4tag	30916	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0046__ge4tag.tar.gz	initial200_payload_replica_0046__ge4tag.tar.gz	4257013	ea7115d5a391fed96e233753f2145146e4963ead3d16c32f8eb23307a0b72196	f07ebeb6d12ab23fb24b64ef00f71c012f7bf1b0f7eb4186e2d54e8ea7161586
replica_0047__exact3tag	47	exact3tag	108814	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0047__exact3tag.tar.gz	initial200_payload_replica_0047__exact3tag.tar.gz	15028596	5f7de2a44f50d07024bb8910548500658eb6329c148cf250cfc339550579aed0	2dc1338a266735e8c253e7a6dbd1d1e87fbdd1c4a4f5c25aae82629cea2b7876
replica_0047__ge4tag	47	ge4tag	30816	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0047__ge4tag.tar.gz	initial200_payload_replica_0047__ge4tag.tar.gz	4493479	c183bebaa301c31d8d4cc1aa6649d2a784a49469cd9c17620276be11b928d3f9	7c17d3d94da55fff8caf50e59a25ac04f56f70dfa25c015f572085999b7bc712
replica_0048__exact3tag	48	exact3tag	108574	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0048__exact3tag.tar.gz	initial200_payload_replica_0048__exact3tag.tar.gz	14686436	ede6fc3dd8d3947440b1aa86fdb3a403cbbc6a1274f9120ddcbb62f8338e1aef	10259ec58debf4c91f17fed86f554036b00def472ea8e8b33c28f956ff2d0c75
replica_0048__ge4tag	48	ge4tag	30569	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0048__ge4tag.tar.gz	initial200_payload_replica_0048__ge4tag.tar.gz	4041185	588a1f809a3643e3ab2472df3f0171bf77043fcaab7b7cd4584629367339b82b	2a936c819779d66eabaef544add929f44bbb8ab6cf491427b2ce1432f4ccca8f
replica_0049__exact3tag	49	exact3tag	108331	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0049__exact3tag.tar.gz	initial200_payload_replica_0049__exact3tag.tar.gz	14526972	855f9d835fef76ab25b4204d2eee7742c47542618e09242a67f524834ce42bad	235d8942cec0a22b5b374ede50f4bb83e2821f9dc5f72d87dd1e4faf9a1c8710
replica_0049__ge4tag	49	ge4tag	30778	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0049__ge4tag.tar.gz	initial200_payload_replica_0049__ge4tag.tar.gz	4221971	2dc525d9c91f29e4fe1d19c256528bc01425b810e0e9323b2029973ce067bcbd	62b1c2f69f8bfd20df0a36fd9c96b2e29b761d77b38b516e93ed56f628a857c5
replica_0050__exact3tag	50	exact3tag	108815	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0050__exact3tag.tar.gz	initial200_payload_replica_0050__exact3tag.tar.gz	13795261	e4765103522d4f619257a06696126ba3d64a0f028b0722291fdfafa07ad23138	c834c4a42af51260971160ef2a8d47c9a2aa2f3f14703bcbf75f42f578ea82c6
replica_0050__ge4tag	50	ge4tag	31024	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0050__ge4tag.tar.gz	initial200_payload_replica_0050__ge4tag.tar.gz	3574675	6935fba8704b958e1945421c865b23a059d2b4cade0d734f19d50707506465d1	627198882c4855216ef675c92228fcaa26ad960b9d69b71558bd7c00544fe5d7
replica_0051__exact3tag	51	exact3tag	108151	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0051__exact3tag.tar.gz	initial200_payload_replica_0051__exact3tag.tar.gz	15353572	abb4fd3bbffeeb2cce9fa8ebfbca1fb9394d268ce376ed38e30a508a10fb6f1d	a9cbe808c511e0d2771d5561546144f0c14745ce6d9c358692b2d86326740b91
replica_0051__ge4tag	51	ge4tag	30447	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0051__ge4tag.tar.gz	initial200_payload_replica_0051__ge4tag.tar.gz	4306570	57fed7c9b5de78b9fe3b69915c9e11122cc22d521171bd416bb4d9d46f29c89a	9210646181f81696f99eadc21e915d473669a35f7c9457990b539f7a7772aef7
replica_0052__exact3tag	52	exact3tag	108494	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0052__exact3tag.tar.gz	initial200_payload_replica_0052__exact3tag.tar.gz	14432822	41c4e90b24d932580e1a3e100997c2b0eddd6641373c245f05021529bf309018	cc9b62529fb93a09c012b59500f44fba158a2357ff0c8af8581142809b544013
replica_0052__ge4tag	52	ge4tag	30455	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0052__ge4tag.tar.gz	initial200_payload_replica_0052__ge4tag.tar.gz	3916682	08ceaed9bd055cad2e627ae42aa0e6858501316c87e958a99e6c2a3fce2d2122	b6b8be71253e0d4c3bd1ef62243243b9cf19bcd2982e5b9fd80e8f8a4d318fbe
replica_0053__exact3tag	53	exact3tag	108998	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0053__exact3tag.tar.gz	initial200_payload_replica_0053__exact3tag.tar.gz	14754846	f926481752622ce19353203d1f0b5b8804a62b65b74840ffdb44e9a9ccdb8e74	bd971706043ac7aa9a8dcae2b998f471a461508c45583dac363b0fdafd82fa71
replica_0053__ge4tag	53	ge4tag	30602	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0053__ge4tag.tar.gz	initial200_payload_replica_0053__ge4tag.tar.gz	4196602	1c413784c579b4a64e3d9fabcbbf914bb33b92727b82cc429a18ab3cb8668777	25c5148b75d0f7cf17ebd78597a49c4c2acb86640b7161d3eb40a7ee271c3afb
replica_0054__exact3tag	54	exact3tag	108430	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0054__exact3tag.tar.gz	initial200_payload_replica_0054__exact3tag.tar.gz	15132975	c92cfa3b815fd90722040f8213429f5ad552f60570f589c5e5f98b0195d30559	e7bac60c9c9400250ff56ca2911d436de32f1cf7cdb74eb1015086bd58b7595d
replica_0054__ge4tag	54	ge4tag	30678	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0054__ge4tag.tar.gz	initial200_payload_replica_0054__ge4tag.tar.gz	4389844	8f4df5eec03fb8e5ddb7ffb157a19589595433b93b0da837e8b085cd7ebd4886	ed5c2246ebb270a8df238ae1afb5120d8eb8f9a6cb93a17845cfaf5f4714f5ba
replica_0055__exact3tag	55	exact3tag	108796	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0055__exact3tag.tar.gz	initial200_payload_replica_0055__exact3tag.tar.gz	14457920	7491bdf7a79a30edb9c054fcfb9ede8e6a700932c635bea7d663dbbec070939c	f12cbfd1ba00831dda2337b02c1664ad542d4dd95f21c01d707f4042005a5942
replica_0055__ge4tag	55	ge4tag	30697	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0055__ge4tag.tar.gz	initial200_payload_replica_0055__ge4tag.tar.gz	3926019	d632b8c7412489c4fd320cf1097bc022ec647f257c518e108e30fd595e6f7647	d71270dddd895fe664abf994354abe3b542d757502edc2ccc31b69c73df764ff
replica_0056__exact3tag	56	exact3tag	108330	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0056__exact3tag.tar.gz	initial200_payload_replica_0056__exact3tag.tar.gz	14250476	9f7b3dfeab916516186e93ab05ab7d23d3022ca1883164538aa9a463a4ba216e	4eae75ad063698a22efe8bbb219c39609516c0917b01a6cd21a735166b9d0952
replica_0056__ge4tag	56	ge4tag	30727	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0056__ge4tag.tar.gz	initial200_payload_replica_0056__ge4tag.tar.gz	3940188	f9bd73059b6581f666a0265293d57c9365097ea6aa4f133109905d58ff73bcfc	7b709ddd96ffdfa34fdf24319c1c848099fc94719d4553a7ec5a0e3350cb865e
replica_0057__exact3tag	57	exact3tag	108453	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0057__exact3tag.tar.gz	initial200_payload_replica_0057__exact3tag.tar.gz	14027872	cee3ef429568a15bf760e8b13bdfe55c20d61ce19f247a9145b92e3c3d4da7e1	4d5ee8ae49da989f0bf7f2ba3b502a4a09aa245326711187a60e9c535a5a5993
replica_0057__ge4tag	57	ge4tag	30570	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0057__ge4tag.tar.gz	initial200_payload_replica_0057__ge4tag.tar.gz	3417288	0f14d1b087ea23c746f61137ee886bc00201caa09110c98e67b78ffddf9b40bb	772370e300b831df60bceaa2f1f035f4a512a80d34d389338327ec522650a871
replica_0058__exact3tag	58	exact3tag	108546	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0058__exact3tag.tar.gz	initial200_payload_replica_0058__exact3tag.tar.gz	14764308	b37eb305b703fa9c5271437093cd50c519f6dbd2a7c7ee62edd5b3224afc7ec3	8f7d0faf6ae3cc9fb5928bba11fd88364015668d7f6f4dc2b833fd96c44c4fe4
replica_0058__ge4tag	58	ge4tag	30440	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0058__ge4tag.tar.gz	initial200_payload_replica_0058__ge4tag.tar.gz	3995177	855fbaa2b05e23b5a552da2684ba931fe11d50e58ff9482213ac6e243e4771f9	a623ad2eac1b02adae4f874324ca74278244d97a446cab83527711dd2e7be0d5
replica_0059__exact3tag	59	exact3tag	108625	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0059__exact3tag.tar.gz	initial200_payload_replica_0059__exact3tag.tar.gz	14692265	c79dad80746f5da1c6f5fdd351ca7793ac11c18c767ba763b92c3be41237abc8	ecdb26e1f34049cf166c03041b3965051f34a715b1f3e84692c1271f605a8c40
replica_0059__ge4tag	59	ge4tag	30598	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0059__ge4tag.tar.gz	initial200_payload_replica_0059__ge4tag.tar.gz	4137150	ebeccc23b9c50f14efd3a904faf5fbd35ece59a88b59ed72a1bc3f06f0abe8ea	bf93cae614f88aaa6d8d4a58e8b1b4fcaf613a7c7f1f659e21cbdeffff317b4b
replica_0060__exact3tag	60	exact3tag	108466	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0060__exact3tag.tar.gz	initial200_payload_replica_0060__exact3tag.tar.gz	14040734	e23fb1e783cde5a991f117f9d018eb7d4bcdecca028b2ff7e6242fe089f828ac	e069bc9565fdbd52db7dacebbf7d7de91e7dafd2bee50861d58a519f1e8e7d2e
replica_0060__ge4tag	60	ge4tag	30612	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0060__ge4tag.tar.gz	initial200_payload_replica_0060__ge4tag.tar.gz	3897347	50f69b096de97d2116519bff4b819cb782f1077445af1c470d84fe92f5f1fe8b	38a2fe571ffb457a264d3de395a52c5969c2e3bef077a700663ca577d7a0f1fa
replica_0061__exact3tag	61	exact3tag	109237	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0061__exact3tag.tar.gz	initial200_payload_replica_0061__exact3tag.tar.gz	14010808	bc01b7224c60f1d3b58bf015a3e99fd2ef1e8e2458ba558fa2254f43e404c2e7	5ba7568a1a1c6745dc6a30ebd0c46343d4109ceb4582e9574e8074c243a015bf
