sample_class	process_or_mode	campaign	source_scope	source_path	source_tag	field	value	status	remote_bundle_path	source_kind	source_paths	source_member_sha256s	source_bundle_sha256	identity_pass
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job20_bin0_shard1053_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	stage	complete_copied_and_verified	structured_metadata_candidate						
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	sum_event_weights	10000	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_provenance.json	0b6ef114eee73e48f8e524aab9421ce2cd5c69b9aba5f6cb895fdb20b17485d6,49715122f0c8bdef55167fd5e4c34b204a4eb744bc61abfff138d056792a2b9b	546c2b9d643f11630e4beb61a525c93787aca762d7c398327844f866284e7278	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	sum_squared_event_weights	10000	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_provenance.json	0b6ef114eee73e48f8e524aab9421ce2cd5c69b9aba5f6cb895fdb20b17485d6,49715122f0c8bdef55167fd5e4c34b204a4eb744bc61abfff138d056792a2b9b	546c2b9d643f11630e4beb61a525c93787aca762d7c398327844f866284e7278	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0048_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053_materialization_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1053_seed1201053	structured_metadata_candidate						
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	event_weight_convention	pythia_info_weight_normalized_to_sigma_gen	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0049_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_materialization_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	generated_events	10000	structured_metadata_candidate						
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	max_event_weight	1.0137468282570272	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	min_event_weight	1	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	n_events	10000	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	pthat_max_GeV	75	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	pthat_min_GeV	50	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	seed	1201054	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	shard_id	1054	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	sigma_gen_pb	18434883.908959582	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job21_bin0_shard1054_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	stage	complete_copied_and_verified	structured_metadata_candidate						
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	sum_event_weights	10000.016559102221	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	sum_squared_event_weights	10000.033315088614	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_provenance.json	b67b2577560d8161c5ef8af794ae8ab3f5446061541ee15f110219c0ad04ce96,f483a0185da0d18b5b4264fe789c7196576cd2110978a1b85d6c16a5d0532818	66b33fed74de5490b673ca439fd92e0c540f0dc8a4595f5a57aef7ad4f25c565	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0049_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054_materialization_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	target_tag	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1054_seed1201054	structured_metadata_candidate						
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	event_weight_convention	pythia_info_weight_normalized_to_sigma_gen	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/background_frozen_v2_strict493_materialization_20260724_v1/receipts/0226_qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_materialization_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	generated_events	10000	structured_metadata_candidate						
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	max_event_weight	1.0371517747438224	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	min_event_weight	1	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	n_events	10000	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	pthat_max_GeV	75	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	pthat_min_GeV	50	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	seed	1201055	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	shard_id	1055	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718			qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	sigma_gen_pb	18174900.783443887	qcd_exact_metadata_candidate_recovered	/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_bundle.tar.gz	exact_small_bundle_provenance_member	./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_generator.json,./metadata/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055_provenance.json	8767e06503442262b1e36d47a9ce7cd8c7554fd9078f2a33effd3e2fc53061d7,b3ef06aa621c6781493c5a82795a62a7587b1bb03a8b1cd6be70f3721534000c	3edf0a6fcab7d3dc295a1189d9aff4c79411e2e710e7ca1f3cad875213e88c0a	True
background	qcd_hardqcd	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718	approved_local_text	/uscms_data/d3/iturkmen/hh4b_delphes/condor_return/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718/receipts/qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_84901352_job22_bin0_shard1055_receipt.json	qcd_hardqcd_importance_adaptive1500k_phys_wave3_20260718_bin00_pthat50to75_shard1055_seed1201055	stage	complete_copied_and_verified	structured_metadata_candidate						
